pcode_region,pcode_region,region,id_007_district,pcode_district,district,id_008_community_name,community_code,pop_tot,pop_ad,pop_children,pop_admale,pop_adfemale,pop_girls,pop_boys,pop_ch_0_2,pop_ch_3_5,pop_ch_6_11,pop_ch_12_14,pop_ch_15_17,pop_girls_0_2,pop_girls_3_5,pop_girls_6_11,pop_girls_12_14,pop_girls_15_17,pop_boys_0_2,pop_boys_3_5,pop_boys_6_11,pop_boys_12_14,pop_boys_15_17,N_gch_kinderg,N_bch_kinderg,N_ch_kinderg,N_gch_prim,N_bch_prim,N_ch_prim,N_gch_jh,N_bch_jh,N_ch_jh,N_gch_sh,N_bch_sh,N_ch_sh,N_gch_voc,N_bch_voc,N_ch_voc,birth_cert,kinderg,kinderg_n,kinderg_c,kinderg_d,primary,primary_n,primary_c,primary_d,jhigh,jhigh_n,jhigh_c,jhigh_d,shigh,shigh_d,voc,voc_n,voc_c,voc_d,health_primary,distance to nearest primary healthcare centre,health_secondary,health_secondary_d,electricity,mobile,internet,road3,ngo,buycompany,cocoa_org,flead,mlead,lead,traingender,lead_pos,lead_mpos,lead_fpos,cap,revenue,revenue_forchild,ccpc,women_perc1,women_perc2,women_edu,women_percread,women_percnoed,men_edu,men_percread,men_percnoed,women_perccare,women_percchild05,women_percliv,women_percland,women_perclandcul,childprot,childrem,waterpoint,waterpoint_dist1,waterpoint_dist2,reducemeal,cocoa_landsize,cocoa_femalefarm,cocoa_malefarm,cocoa_farm,cocoa_prod1,cocoa_prod2,cocoa_prod3,cocoa_prod4,extserv,extserv_female,extserv_male,extserv_tot,input_av,input_af,casualwork_av,casualwork_cost,agrserv,CED_N_gch_prim,CED_N_bch_prim,CED_N_ch_prim,CED_N_ch_primotherc,CED_N_gch_prim1,CED_N_bch_prim1,CED_N_ch_prim1,CED_N_cl_prim1,CED_N_gch_prim2,CED_N_bch_prim2,CED_N_ch_prim2,CED_N_cl_prim2,CED_N_gch_prim3,CED_N_bch_prim3,CED_N_ch_prim3,CED_N_cl_prim3,CED_N_gch_prim4,CED_N_bch_prim4,CED_N_ch_prim4,CED_N_cl_prim4,CED_N_gch_prim5,CED_N_bch_prim5,CED_N_ch_prim5,CED_N_cl_prim5,CED_N_gch_prim6,CED_N_bch_prim6,CED_N_ch_prim6,CED_N_cl_prim6,CED_N_ch_js,CED_teacher,CED_class_prim,CED_gattend_prim1,CED_battend_prim1,CED_attend_prim1,CED_gattend_prim6,CED_battend_prim6,CED_attend_prim6,CED_gdropout_prim1,CED_bdropout_prim1,CED_dropout_prim1,CED_gdropout_prim6,CED_bdropout_prim6,CED_dropout_prim6,CED_ptratio_prim,CED_toilet_prim,CED_outofsch,CED_scholarship,CED_feed_prim,CED_Ncl_prim,lcommp_clab
9,CI16,Guémon,16,CI1602,Duekoué,DIBOBLI,DUE006,11802,6381,5420,3289,3092,2754,2666,1238,1099,1762,758,564,578,603,900,343,330,660,496,862,414,234,10,20,30,669,770,1439,148,261,409,97,114,211,12,15,27,41-69,1,1,1,0,1,5,30,0,1,1,8,0,0,18,0,0,0,40,1,0,0,18,1,1,1,1,1,1,1,0,0,0,0,14,13,1,0,1,1,0,0-30,0-30,Primary 1-3,0-30,61-80,Senior High School,61-80,0-30,61-80,31-60,61-80,0-30,0-30,1,1,1,30,0,1,3,56,2000,2056,23,1.5,47288,3084,1,39,902,941,1,0,1,2000,1,669,770,1439,0,147,151,298,5,114,132,246,5,109,116,225,5,94,132,226,5,102,115,217,5,103,124,227,5,216,33,30,99.73400116,99.52200317,99.62799835,99.78400421,99.97200012,99.88600159,0,1.736000061,0.868000031,0,0,0,43,1,0,0,1,30,0.075985901
9,CI16,Guémon,16,CI1602,Duekoué,OKAKRO 2,DUE007,527,263,265,129,134,133,132,58,56,100,27,22,28,31,51,12,11,30,26,49,16,11,0,0,0,8,9,17,0,6,6,0,8,8,0,5,5,0-40,0,0,0,3,0,0,0,3,0,0,0,35,0,35,0,0,0,35,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0-30,61-80,Primary 4-6,0-30,61-80,Senior High School,61-80,0-30,81-100,0-30,31-60,0-30,31-60,0,0,0,60,1,1,2,5,50,55,15,1,825,55,0,0,0,0,1,0,1,2000,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,0,,0,0,0,0
9,CI16,Guémon,63,CI1603,Facobly,GBADROU,FAC001,1873,1069,805,525,544,411,394,174,180,286,81,84,85,97,152,31,46,89,82,134,51,38,0,0,0,90,153,243,0,0,0,0,0,0,0,0,0,70-100,0,0,0,2,1,1,6,0,0,0,0,8,0,8,0,0,0,8,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,3,2,1,0,0,0,1,0-30,31-60,Primary 4-6,0-30,61-80,Primary 4-6,31-60,31-60,81-100,81-100,81-100,0-30,0-30,1,1,1,60,0,0,4,20,300,320,31,2,9920,640,0,0,0,0,0,0,1,1000,0,90,153,243,0,15,35,50,1,18,22,40,1,24,26,50,1,10,27,37,1,13,22,35,1,10,21,31,1,27,6,6,75,70,72.5,62,68,65,0,0,0,0,0,0,41,0,0,0,1,6,0
18,CI12,Gbôkle,64,CI1201,Fresco,ZUZUOKO,FRE001,1838,932,905,469,463,443,462,155,174,406,97,73,76,95,195,41,36,79,79,211,56,37,15,12,27,146,199,345,76,81,157,24,33,57,3,7,10,70-100,1,1,1,0,1,1,6,0,0,0,0,17,0,17,0,0,0,17,1,0,0,55,0,1,1,1,1,1,1,0,2,2,0,8,7,1,1,0,0,0,0-30,0-30,Junior High School,31-60,0-30,Junior High School,61-80,0-30,81-100,0-30,0-30,0-30,0-30,0,1,1,20,0,0,4,22,200,222,31,2,6882,444,1,14,47,61,1,1,1,2000,1,167,225,392,0,40,40,80,1,36,51,87,1,23,44,67,1,23,28,51,1,21,26,47,1,24,36,60,1,33,6,6,90,90,90,90,90,90,0,0,0,0,0,0,65,0,0,0,1,6,0.024692614
10,CI13,Goh,29,CI1301,Gagnoa,BASSEHOA,GGN032,2841,1620,1221,796,824,603,618,224,205,565,99,128,105,108,272,48,70,119,97,293,52,57,0,0,0,217,207,424,75,125,200,25,75,100,1,3,4,0-40,0,0,0,18,1,1,6,0,0,0,0,18,0,18,0,0,0,18,0,18,0,45,0,0,0,0,0,0,0,0,0,0,0,19,18,1,0,1,0,0,0-30,0-30,No school,0-30,61-80,Junior High School,61-80,0-30,81-100,81-100,61-80,0-30,0-30,0,1,0,45,1,1,1,10,450,460,8,0.5,3680,230,0,0,0,0,1,1,1,1500,1,217,207,424,0,46,44,90,1,44,57,101,1,27,26,53,1,42,29,71,1,24,24,48,1,34,27,61,1,49,7,6,95.75,97.65000153,96.69999695,96.34999847,96.65000153,96.5,0,0,0,0,3.700000048,1.850000024,61,0,0,1,1,6,0.112795494
10,CI13,Goh,29,CI1301,Gagnoa,BLOUZON,GGN033,2210,1138,1070,559,579,518,552,209,141,432,160,128,97,73,211,70,67,112,68,221,90,61,0,0,0,119,150,269,25,50,75,3,7,10,0,0,0,70-100,0,0,0,2.5,1,1,6,0,0,0,0,2.5,0,2.5,0,0,0,2.5,0,2.5,0,3,1,1,1,1,0,1,1,0,3,3,0,3,3,0,1,1,0,0,31-60,31-60,Primary 4-6,31-60,31-60,Senior High School,61-80,0-30,81-100,61-80,61-80,0-30,0-30,0,0,1,5,0,0,1.5,10,320,330,12,0.75,3960,248,1,5,196,201,1,1,0,,0,119,150,269,0,19,24,43,1,27,27,54,1,18,29,47,1,20,21,41,1,20,27,47,1,15,22,37,1,28,6,6,95.34999847,96.26000214,95.80999756,83.5,82.73000336,83.12000275,0,0,0,0,0,0,45,0,0,1,1,6,0.081125543
10,CI13,Goh,29,CI1301,Gagnoa,GNALIEPA,GGN034,2513,1388,1126,704,684,578,548,263,222,459,89,93,131,114,232,59,42,131,108,227,31,51,0,0,0,157,187,344,23,62,85,13,36,49,0,0,0,70-100,0,0,0,2,1,1,12,0,0,0,0,2,0,2,0,0,0,2,1,0,0,2,1,1,1,1,0,0,1,0,0,0,0,12,11,1,1,0,0,0,0-30,0-30,Primary 4-6,0-30,61-80,Junior High School,61-80,0-30,81-100,81-100,31-60,0-30,0-30,0,0,1,1,0,0,2,3,400,403,15,1,6045,403,1,0,20,20,1,1,1,1000,1,157,187,344,0,36,43,79,2,29,34,63,2,25,24,49,2,32,30,62,2,22,29,51,2,13,27,40,2,35,12,12,98.05999756,99.40000153,98.73000336,99.25,99.90000153,99.58000183,0,5.059999943,2.529999971,0,0,0,29,0,0,0,1,12,0.189756542
10,CI13,Goh,29,CI1301,Gagnoa,KRAGBALILIE,GGN035,1590,837,752,407,430,366,386,187,142,292,75,58,93,74,142,32,25,93,68,150,43,32,0,0,0,118,130,248,15,25,40,20,30,50,0,0,0,70-100,0,0,0,38,1,1,6,0,0,0,0,7,0,38,0,0,0,38,1,0,0,38,1,1,0,1,0,0,1,0,0,0,0,7,6,1,0,1,1,0,0-30,0-30,Junior High School,61-80,0-30,Junior High School,61-80,0-30,81-100,81-100,31-60,0-30,0-30,0,1,1,45,0,1,2.5,12,100,112,19,1.25,2128,140,0,0,0,0,1,1,1,1500,1,124,138,262,0,26,28,54,1,23,21,44,1,21,25,46,1,18,18,36,1,19,18,37,1,11,28,45,1,45,6,6,84.41000366,84.41000366,84.41000366,85.23000336,85.23000336,85.23000336,0,12.5,6.25,8.300000191,9.090000153,8.699999809,44,0,0,0,1,6,0
10,CI13,Goh,29,CI1301,Gagnoa,VALOUA,GGN036,5224,2928,2296,1464,1464,1144,1152,461,529,968,156,182,224,273,480,76,91,237,256,488,80,91,0,0,0,259,467,726,0,0,0,0,0,0,0,0,0,0-40,0,0,0,30,1,1,7,0,0,0,0,4,0,30,0,0,0,30,0,4,0,4,1,1,0,1,0,0,0,0,0,0,0,10,8,2,1,0,0,0,0-30,31-60,Primary 4-6,0-30,0-30,Junior High School,31-60,0-30,81-100,0-30,31-60,0-30,0-30,0,0,1,10,0,1,0.5,4,1000,1004,4,0.25,4016,251,0,0,0,0,1,0,0,,1,149,214,363,0,42,56,98,2,20,38,58,1,29,36,65,1,28,33,61,1,21,26,47,1,9,25,34,1,30,7,7,90,90,90,90,93,91,3,8,5.5,2,6,4,52,0,0,0,1,7,0.361501992
20,CI15,Grands Ponts,65,CI1502,Grand-Lahou,ALLEKEDON,GRL001,760,426,334,213,213,171,163,79,39,138,38,40,39,22,70,21,19,40,17,68,17,21,0,0,0,54,44,98,15,21,36,13,17,30,5,9,14,0-40,0,0,0,3,1,1,3,0,0,0,0,3,0,30,0,0,0,70,0,3,0,3,0,1,0,1,0,0,0,0,0,0,0,10,9,1,0,0,0,0,0-30,0-30,No school,0-30,81-100,Primary 1-3,0-30,81-100,31-60,61-80,61-80,0-30,0-30,0,1,0,60,1,0,1,5,80,85,8,0.5,680,43,0,0,0,0,1,1,0,,0,54,44,98,22,13,16,29,1,11,8,19,0,8,8,16,1,13,5,18,0,4,3,7,1,5,4,9,0,7,3,3,100,100,100,80,75,77.5,0,0,0,10.31999969,12.56000042,11.43999958,33,0,0,0,0,3,0
20,CI15,Grands Ponts,65,CI1502,Grand-Lahou,NIANDA,GRL002,789,450,338,221,229,169,169,104,31,127,42,35,48,18,66,18,19,55,13,61,24,16,0,0,0,46,58,104,11,23,34,0,0,0,0,0,0,0-40,0,0,0,7,1,1,6,0,0,0,0,15,0,15,0,0,0,70,0,7,0,7,1,1,1,0,0,0,0,0,0,0,1,5,4,1,0,0,0,0,0-30,0-30,Primary 1-3,0-30,61-80,Primary 4-6,31-60,61-80,81-100,81-100,0-30,0-30,31-60,0,0,0,60,2,0,2,7,36,43,15,1,645,43,1,2,18,20,1,0,1,2000,0,46,58,104,0,14,13,27,1,6,9,15,1,7,9,16,1,9,10,19,1,5,9,14,1,5,8,13,1,7,6,6,100,100,100,90,89,89.5,0,0,0,0,3,1.5,17,1,0,0,0,6,0.150822893
5,CI26,Nawa,35,CI2602,Guéyo,GODIAYO 1,GUE010,750,387,363,184,203,183,180,72,96,117,35,43,35,52,57,17,22,37,44,60,18,21,0,0,0,52,41,93,18,23,41,9,11,20,2,8,10,41-69,0,0,0,3,1,1,6,0,0,0,0,3,0,3,0,0,0,3,0,3,0,3,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0-30,0-30,Primary 1-3,0-30,61-80,Primary 4-6,31-60,0-30,81-100,61-80,61-80,0-30,0-30,0,1,1,60,0,1,2.5,7,80,87,19,1.25,1653,109,0,0,0,0,1,0,1,1500,1,52,41,93,0,8,8,16,1,16,15,31,1,10,6,16,1,6,5,11,1,5,3,8,1,7,4,11,1,11,6,6,100,100,100,100,100,100,0,0,0,0,0,0,16,0,0,0,0,6,0.064538524
17,CI08,Cavally,32,CI0902,Guiglo,GLOPAOUDY,GGL007,2263,1291,974,634,657,502,472,235,176,349,92,120,116,99,186,45,56,119,77,164,48,64,0,0,0,120,177,297,7,3,10,6,89,95,5,69,74,0-40,0,0,0,2,1,1,6,0,0,0,0,15,0,15,0,0,0,15,0,3,0,3,1,1,0,1,0,0,0,0,0,0,0,7,6,1,1,1,1,0,0-30,0-30,Primary 4-6,31-60,0-30,Junior High School,31-60,0-30,81-100,81-100,31-60,0-30,0-30,1,1,1,30,0,1,1,10,350,360,8,0.5,2880,180,0,0,0,0,1,0,1,2000,0,120,177,297,0,22,44,66,1,22,21,43,1,23,30,53,1,24,28,52,1,16,25,41,1,13,29,42,1,21,6,6,95.44999695,94.91999817,95.18000031,100,96.55000305,98.26999664,4.550000191,1,1,1,3.450000048,1.720000029,50,1,0,1,1,6,0
6,CI22,Loh-Djiboua,18,CI2202,Guitry,GLY 2,GUI007,4327,2426,1902,1213,1213,945,957,516,280,805,163,138,242,146,410,77,70,274,134,396,85,68,0,0,0,253,351,604,0,0,0,0,0,0,0,0,0,70-100,0,0,0,52,1,2,11,0,0,0,0,20,0,52,0,0,0,52,0,3,0,52,0,1,1,1,1,1,1,1,1,2,1,10,8,2,1,0,0,1,0-30,0-30,No school,0-30,61-80,Junior High School,0-30,31-60,0-30,0-30,0-30,0-30,0-30,0,0,0,60,0.5,1,5,30,700,730,38,2.5,27740,1825,1,2,22,24,1,0,1,1500,1,253,351,604,0,62,72,134,2,60,71,131,2,46,65,111,2,36,56,92,2,26,40,66,2,23,47,70,1,65,12,11,89.50999451,94.13499451,91.82499695,48.29499817,48.29499817,48.29499817,8.065000534,3.095000029,5.579999924,1.424999952,1.424999952,1.424999952,50.5,1,0,0,1,11,0.120627992
21,CI18,Haut-Sassandra,66,CI1802,Issia,GAZIBOUO,ISS001,4094,2014,2081,1007,1007,1038,1043,487,407,842,181,163,225,210,425,92,86,262,197,418,89,77,0,0,0,365,380,745,70,130,200,0,0,0,0,0,0,0-40,0,0,0,15,1,2,12,0,1,1,4,0,0,15,0,0,0,15,1,0,0,15,0,0,0,1,0,0,0,0,0,0,0,22,15,7,1,1,1,1,0-30,0-30,Primary 4-6,61-80,0-30,Junior High School,81-100,0-30,81-100,81-100,0-30,0-30,0-30,0,1,0,120,2,1,3,2,600,602,23,1.5,13846,903,1,0,0,0,1,0,1,1500,0,365,380,745,31,56,71,127,2,97,81,178,2,69,62,131,2,51,65,116,2,43,45,88,2,49,56,105,2,91,12,12,95.33499908,96.81500244,96.07499695,98.24000549,97.61500549,97.93000031,5.970000267,5.769999981,5.869999886,1.110000014,0.600000024,0.855000019,62.5,0,0,0,1,12,0.065957971
21,CI18,Haut-Sassandra,66,CI1802,Issia,LOUKOUAHIO,ISS002,2162,1098,1064,549,549,525,539,208,204,501,70,80,104,102,250,32,37,104,102,251,38,44,0,0,0,218,208,426,11,19,30,1,7,8,0,0,0,70-100,0,0,0,2.5,1,2,12,0,0,0,0,3,0,2.5,0,0,0,3,0,2.5,0,3,1,0,0,1,0,0,0,0,0,0,0,6,4,2,0,0,0,0,0-30,0-30,Primary 4-6,0-30,0-30,Junior High School,81-100,81-100,81-100,81-100,0-30,0-30,0-30,0,0,1,60,0,1,1.5,10,300,310,12,0.75,3720,233,0,0,0,0,1,0,1,1000,1,218,208,426,0,46,42,88,2,46,45,91,2,31,31,62,2,35,37,72,2,28,24,52,2,30,31,61,2,44,12,12,93.5,92,92.75,96,97,96.5,7.664999962,4.845000267,6.255000114,0,0,0,35.5,1,0,0,1,12,0.186585963
21,CI18,Haut-Sassandra,66,CI1802,Issia,ZOBIA,ISS003,766,380,386,188,192,192,194,69,77,173,34,33,34,39,87,14,18,35,38,87,19,15,0,0,0,74,89,163,31,35,66,15,20,35,5,7,12,70-100,0,0,0,1.5,1,1,6,0,0,0,0,1.5,0,2,0,0,0,2,0,2,0,3,1,1,1,1,0,0,0,0,0,0,0,8,6,2,0,1,0,0,0-30,0-30,Primary 4-6,31-60,31-60,Senior High School,61-80,0-30,81-100,81-100,61-80,0-30,0-30,0,0,0,60,1,1,2,2,100,102,15,1,1530,102,0,0,0,0,1,1,1,1500,0,74,89,163,0,11,28,39,1,11,18,29,1,17,12,29,1,11,13,24,1,11,9,20,1,13,9,22,1,15,6,6,95,94,94.5,97,88,92.5,0,10.71000004,5.360000134,10.76000023,11.10999966,10.93999958,27,1,0,0,0,6,0.051293295
20,CI15,Grands Ponts,67,CI1503,Jacqueville,ABRACO,JAC001,824,442,383,211,231,188,195,56,86,183,30,27,26,45,88,16,13,31,41,95,14,14,5,9,14,96,128,224,46,39,85,20,22,42,5,8,13,70-100,1,1,3,0,1,1,6,0,0,0,0,26,0,26,0,0,0,26,1,0,0,26,1,1,1,0,0,0,0,0,0,0,0,12,11,1,0,0,0,0,0-30,0-30,Junior High School,61-80,0-30,Senior High School,61-80,0-30,81-100,0-30,81-100,0-30,0-30,0,0,1,5,0,1,0.5,0,30,30,4,0.25,120,8,0,0,0,0,0,0,0,,0,96,128,224,30,17,26,43,1,18,28,46,1,15,16,31,1,20,25,45,1,13,14,27,1,13,19,32,1,27,6,6,90,92,91,100,100,100,5,3,4,0,0,0,37,0,0,1,1,6,0
24,CI27,N'zi,68,CI2703,Kouassi-Kouassikro,LENGBE-KOUASSIBLEKRO,KKK001,1120,578,541,285,293,266,275,136,105,200,54,47,66,55,97,24,24,70,50,103,29,23,0,0,0,76,94,170,15,29,44,1,11,12,0,1,1,70-100,0,0,0,5,1,1,6,0,0,0,0,5,0,5,0,0,0,125,0,5,0,63,0,1,1,0,0,0,0,0,0,0,0,13,10,3,0,1,1,0,0-30,0-30,No school,0-30,81-100,No school,0-30,81-100,81-100,0-30,61-80,0-30,0-30,0,1,1,60,0,1,1,0,30,30,8,0.5,240,15,0,0,0,0,1,0,0,,0,76,94,170,13,16,19,35,1,16,18,34,1,11,16,27,1,11,13,24,1,8,14,22,1,14,14,28,1,27,4,6,98.23999786,97.09999847,97.66999817,96.75,98.26000214,97.51000214,0,3.160000086,1.580000043,0,0,0,43,0,0,0,0,6,0.024097551
9,CI16,Guémon,38,CI1604,Kouibly,KOULAYERE,KLY001,1693,934,758,474,460,373,385,189,94,327,77,71,93,53,162,31,34,96,41,165,46,37,0,0,0,91,122,213,0,0,0,0,0,0,0,0,0,70-100,0,0,0,10,1,1,6,0,0,0,0,10,0,10,0,0,0,25,1,0,0,10,0,0,0,0,0,0,1,0,0,0,0,10,8,2,1,0,0,0,0-30,0-30,Primary 4-6,0-30,61-80,Junior High School,61-80,0-30,81-100,81-100,81-100,0-30,0-30,1,1,1,60,0,0,2,4,300,304,15,1,4560,304,0,0,0,0,0,0,1,1000,1,91,122,213,0,25,36,61,1,20,16,36,1,12,13,25,1,9,24,33,1,10,20,30,1,14,14,28,1,28,6,6,98,98,98,100,100,100,0,3,1.5,0,0,0,36,0,0,0,1,6,0
19,CI14,Gontougo,69,CI1402,Koun-Fao,KODOMAN-BOVOUANSO,KFO001,240,128,112,61,67,55,57,30,17,46,9,10,14,9,23,4,5,16,8,23,5,5,0,0,0,5,17,22,0,5,5,0,0,0,0,2,2,70-100,0,0,0,14,0,0,0,14,0,0,0,14,0,14,0,0,0,14,0,33,0,7,0,1,0,0,1,0,0,0,0,0,0,28,25,3,1,1,0,0,31-60,31-60,Primary 4-6,0-30,61-80,Primary 1-3,31-60,0-30,81-100,81-100,61-80,31-60,0-30,0,1,1,30,0,1,1,0,10,10,8,0.5,80,5,0,0,0,0,1,0,0,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,0,,0,0,0,0.022989519
19,CI14,Gontougo,69,CI1402,Koun-Fao,KOTOGWANDA,KFO002,3246,1834,1412,925,909,697,715,340,207,552,149,163,154,117,276,68,82,186,91,276,81,81,24,26,50,221,248,469,84,101,185,0,0,0,0,0,0,70-100,1,1,2,0,1,2,12,0,1,1,4,0,0,10,0,0,0,82.5,1,0,0,10,1,1,1,1,0,0,0,0,0,0,1,5,3,2,1,1,1,1,81-100,31-60,Primary 4-6,0-30,61-80,Junior High School,61-80,31-60,81-100,0-30,81-100,61-80,81-100,1,0,1,120,0,1,1,3,50,53,8,0.5,424,27,1,6,14,20,1,0,0,,0,221,248,469,0,36,50,86,2,39,50,89,2,53,39,92,2,39,31,70,2,35,38,73,2,30,29,59,2,54,12,12,93.10499573,94.07499695,93.58999634,95.45500183,93.99499512,94.72499847,8.664999962,2.920000076,5.795000076,0,0,0,39,0,1,0,0,12,0.400477558
19,CI14,Gontougo,69,CI1402,Koun-Fao,MISSOUMIHIAN 2,KFO003,782,418,365,199,219,188,177,73,33,169,55,34,35,20,87,26,20,38,13,82,30,14,0,0,0,41,58,99,0,0,0,0,0,0,0,0,0,70-100,0,0,0,12,0,0,0,0.5,0,0,0,12,0,12,0,0,0,90,0,0.5,0,12,1,1,1,1,0,0,0,0,0,0,0,8,6,2,0,1,1,0,0-30,0-30,Primary 4-6,0-30,81-100,Primary 1-3,0-30,81-100,81-100,0-30,81-100,0-30,0-30,0,0,0,150,2,1,1,0,10,10,8,0.5,80,5,1,0,20,20,1,0,1,2000,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,0,,0,0,0,0.318453729
19,CI14,Gontougo,69,CI1402,Koun-Fao,N'DAKRO,KFO004,992,513,479,243,270,238,241,121,82,172,64,39,60,42,87,30,19,61,41,85,34,20,0,0,0,35,58,93,0,0,0,0,0,0,0,0,0,0-40,0,0,0,22,1,1,3,0,0,0,0,22,0,22,0,0,0,142,0,10,0,10,1,1,1,0,1,1,0,6,14,20,0,10,6,4,1,0,0,0,0-30,0-30,Primary 4-6,0-30,61-80,Primary 4-6,0-30,61-80,31-60,0-30,61-80,31-60,61-80,0,1,1,10,0,1,1,0,10,10,8,0.5,80,5,0,0,0,0,1,1,1,1000,1,52,72,124,2,17,14,31,1,18,21,39,0,0,0,0,0,10,24,34,1,0,0,0,0,7,13,20,1,11,3,3,90,90,90,90,90,90,0,0,0,0,0,0,41,0,0,0,0,3,0.031748697
19,CI14,Gontougo,69,CI1402,Koun-Fao,PENGAKRO,KFO005,4981,2450,2530,1225,1225,1257,1273,624,488,987,226,206,290,258,509,99,101,334,229,478,127,105,0,0,0,368,372,740,0,0,0,0,0,0,0,0,0,41-69,0,0,0,13,1,2,12,0,0,0,0,13,0,13,0,0,0,28,1,0,0,13,1,1,1,1,0,1,1,0,2,2,0,6,5,1,0,1,1,0,31-60,31-60,No school,0-30,81-100,Senior High School,61-80,31-60,81-100,81-100,81-100,61-80,61-80,0,0,1,20,0,1,2,3,300,303,15,1,4545,303,1,5,15,20,1,0,1,2000,0,360,364,724,0,103,97,200,2,39,65,104,2,53,47,100,2,59,55,114,2,69,47,116,2,43,51,94,2,65,13,12,85.5,85.5,85.5,92.11999512,93,92.55999756,3,3,3,0,0,0,56,0,1,0,0,12,0.440311849
6,CI22,Loh-Djiboua,36,CI2203,Lakota,ADAMA KOUAMEKRO,LAK013,2163,1084,1080,531,553,556,524,286,198,392,87,117,134,104,209,45,64,152,94,183,42,53,0,0,0,107,143,250,0,0,0,0,0,0,0,0,0,70-100,0,0,0,25,1,1,6,0,0,0,0,25,0,25,0,0,0,25,0,25,0,25,0,0,0,0,0,0,1,0,0,0,1,10,8,2,0,1,0,0,0-30,0-30,Primary 1-3,0-30,61-80,Primary 1-3,0-30,0-30,81-100,31-60,61-80,0-30,0-30,0,0,0,60,1,1,3.200000048,20,250,270,25,1.600000024,6750,432,0,0,0,0,1,0,1,2000,0,107,143,250,60,24,31,55,1,21,21,42,1,20,27,47,1,23,20,43,1,17,15,32,1,15,16,31,1,30,6,6,66.59999847,100,83.30000305,100,100,100,10.30000019,5.25,7.78000021,0,0,0,42,0,0,1,0,6,0.032260861
6,CI22,Loh-Djiboua,36,CI2203,Lakota,BESSABOUA,LAK014,1660,918,743,463,455,368,375,186,170,252,67,68,92,86,119,37,34,93,85,133,30,34,0,0,0,100,114,214,0,0,0,0,0,0,0,0,0,70-100,0,0,0,12,1,1,5,0,0,0,0,12,0,12,0,0,0,12,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,12,11,1,0,0,0,0,81-100,31-60,Primary 1-3,31-60,31-60,Junior High School,81-100,61-80,61-80,31-60,61-80,0-30,0-30,0,0,1,30,0,1,3.5,20,250,270,27,1.75,7290,473,0,0,0,0,1,0,0,,0,100,114,214,100,24,22,46,1,24,26,50,1,16,28,44,1,20,23,43,1,16,15,31,1,0,0,0,0,0,5,5,81.81999969,90.91000366,86.37000275,0,0,0,18.18000031,9.090000153,13.64000034,0,0,0,43,1,0,0,0,5,0.084083118
