pcode_region,pcode_region,region,id_007_district,pcode_district,district,id_008_community_name,community_code,pop_tot,pop_ad,pop_children,pop_admale,pop_adfemale,pop_girls,pop_boys,pop_ch_0_2,pop_ch_3_5,pop_ch_6_11,pop_ch_12_14,pop_ch_15_17,pop_girls_0_2,pop_girls_3_5,pop_girls_6_11,pop_girls_12_14,pop_girls_15_17,pop_boys_0_2,pop_boys_3_5,pop_boys_6_11,pop_boys_12_14,pop_boys_15_17,N_gch_kinderg,N_bch_kinderg,N_ch_kinderg,N_gch_prim,N_bch_prim,N_ch_prim,N_gch_jh,N_bch_jh,N_ch_jh,N_gch_sh,N_bch_sh,N_ch_sh,N_gch_voc,N_bch_voc,N_ch_voc,birth_cert,kinderg,kinderg_n,kinderg_c,kinderg_d,primary,primary_n,primary_c,primary_d,jhigh,jhigh_n,jhigh_c,jhigh_d,shigh,shigh_d,voc,voc_n,voc_c,voc_d,health_primary,distance to nearest primary healthcare centre,health_secondary,health_secondary_d,electricity,mobile,internet,road3,ngo,buycompany,cocoa_org,flead,mlead,lead,traingender,lead_pos,lead_mpos,lead_fpos,cap,revenue,revenue_forchild,ccpc,women_perc1,women_perc2,women_edu,women_percread,women_percnoed,men_edu,men_percread,men_percnoed,women_perccare,women_percchild05,women_percliv,women_percland,women_perclandcul,childprot,childrem,waterpoint,waterpoint_dist1,waterpoint_dist2,reducemeal,cocoa_landsize,cocoa_femalefarm,cocoa_malefarm,cocoa_farm,cocoa_prod1,cocoa_prod2,cocoa_prod3,cocoa_prod4,extserv,extserv_female,extserv_male,extserv_tot,input_av,input_af,casualwork_av,casualwork_cost,agrserv,CED_N_gch_prim,CED_N_bch_prim,CED_N_ch_prim,CED_N_ch_primotherc,CED_N_gch_prim1,CED_N_bch_prim1,CED_N_ch_prim1,CED_N_cl_prim1,CED_N_gch_prim2,CED_N_bch_prim2,CED_N_ch_prim2,CED_N_cl_prim2,CED_N_gch_prim3,CED_N_bch_prim3,CED_N_ch_prim3,CED_N_cl_prim3,CED_N_gch_prim4,CED_N_bch_prim4,CED_N_ch_prim4,CED_N_cl_prim4,CED_N_gch_prim5,CED_N_bch_prim5,CED_N_ch_prim5,CED_N_cl_prim5,CED_N_gch_prim6,CED_N_bch_prim6,CED_N_ch_prim6,CED_N_cl_prim6,CED_N_ch_js,CED_teacher,CED_class_prim,CED_gattend_prim1,CED_battend_prim1,CED_attend_prim1,CED_gattend_prim6,CED_battend_prim6,CED_attend_prim6,CED_gdropout_prim1,CED_bdropout_prim1,CED_dropout_prim1,CED_gdropout_prim6,CED_bdropout_prim6,CED_dropout_prim6,CED_ptratio_prim,CED_toilet_prim,CED_outofsch,CED_scholarship,CED_feed_prim,CED_Ncl_prim,lcommp_clab
6,CI22,Loh-Djiboua,36,CI2203,Lakota,GODELILIE 2,LAK015,2487,1358,1127,679,679,562,565,182,210,556,79,102,87,105,270,49,51,95,104,286,30,50,0,0,0,168,249,417,0,0,0,0,0,0,0,0,0,0-40,0,0,0,35,1,1,6,0,0,0,0,35,0,35,0,0,0,65,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,5,4,1,0,1,0,0,0-30,0-30,Primary 4-6,31-60,61-80,Junior High School,81-100,0-30,0-30,0-30,0-30,0-30,0-30,0,1,1,60,0,1,3,6,350,356,23,1.5,8188,534,0,0,0,0,1,0,0,,0,168,249,417,100,21,31,52,1,33,44,77,1,23,22,45,1,33,31,64,1,32,54,86,1,37,56,93,1,76,6,6,99.01000214,99.11000061,99.05999756,100,100,100,0.99000001,0.889999986,0.939999998,0,0,0,70,0,0,0,1,6,0.021978907
15,CI132,Tonkpi,42,CI3203,Man,GODEGOUIN,MAN002,653,366,287,183,183,142,145,53,46,134,30,25,24,23,67,16,12,29,23,66,14,13,0,0,0,20,30,50,0,0,0,0,0,0,0,0,0,70-100,0,0,0,2,0,0,0,1,0,0,0,4,0,4,0,0,0,3,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81-100,81-100,No school,0-30,0-30,Primary 1-3,61-80,61-80,0-30,61-80,61-80,61-80,61-80,0,0,0,1,1,1,1.5,10,70,80,12,0.75,960,60,0,0,0,0,1,0,1,1500,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,0,,0,0,0,0.188591167
15,CI132,Tonkpi,42,CI3203,Man,MELAGOUINE,MAN003,1513,738,775,369,369,390,385,163,109,350,94,60,81,62,172,40,35,82,47,178,53,25,0,0,0,99,119,218,0,0,0,0,0,0,0,0,0,0-40,0,0,0,1.5,1,1,6,0,0,0,0,13,0,13,0,0,0,42,0,2,0,2,1,1,1,1,0,0,0,0,0,0,0,22,22,0,0,1,1,0,0-30,0-30,Primary 4-6,0-30,31-60,Junior High School,61-80,61-80,81-100,0-30,61-80,0-30,61-80,1,1,0,20,1,1,3,1,120,121,23,1.5,2783,182,1,3,25,28,1,0,1,1000,0,99,119,218,0,24,30,54,1,30,35,65,1,18,22,40,1,12,14,26,1,8,10,18,1,7,8,15,1,14,6,6,85,85,85,85,85,85,0.400000006,0.300000012,0.349999994,0,0,0,36,0,0,1,1,6,0.046520017
22,CI19,Iffou,70,CI1902,M'bahiakro,DESIDOUGOU,MBK001,789,419,370,200,219,186,184,87,56,160,38,29,42,31,81,17,15,45,25,79,21,14,0,0,0,34,42,76,25,36,61,20,15,35,0,0,0,41-69,0,0,0,7,1,1,2,0,0,0,0,50,0,50,0,0,0,50,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,6,5,1,0,1,1,0,0-30,0-30,No school,0-30,81-100,No school,0-30,0-30,81-100,31-60,0-30,0-30,0-30,0,0,1,180,0,1,1,0,40,40,8,0.5,320,20,0,0,0,0,1,0,1,1000,0,34,42,76,0,19,19,38,1,15,23,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,100,100,100,0,0,0,0,0,0,0,0,0,25,0,0,0,0,2,0.019048195
23,CI25,Moronou,71,CI2503,M'batto,APPIAKRO,MBT001,2447,1396,1051,686,710,528,523,178,237,386,121,129,88,125,201,54,60,90,112,184,68,69,0,0,0,137,191,328,85,110,195,0,0,0,0,0,0,41-69,0,0,0,3,1,1,6,0,0,0,0,3,0,3,0,0,0,27,0,3,0,3,1,1,0,0,0,1,1,0,2,2,1,6,5,1,0,1,0,0,31-60,61-80,Junior High School,31-60,31-60,Junior High School,31-60,31-60,81-100,61-80,0-30,31-60,31-60,0,0,1,20,0,1,3.5,5,250,255,27,1.75,6885,446,0,0,0,0,1,0,0,,0,137,191,328,20,22,36,58,1,25,36,61,1,22,31,53,1,25,29,54,1,23,31,54,1,20,28,48,1,26,6,6,88,88.87999725,88.44000244,75,50,62.5,0,0,0,0,0,0,55,0,0,0,0,6,0.178248227
23,CI25,Moronou,71,CI2503,M'batto,ASSOUMOUKRO,MBT002,2399,1243,1156,613,630,556,600,227,191,545,101,93,102,102,266,41,45,125,89,278,60,48,31,45,76,217,246,463,46,50,96,30,50,80,0,0,0,41-69,1,1,1,0,1,2,9,0,0,0,0,0.5,0,0.5,0,0,0,0.5,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,6,5,1,0,1,1,1,0-30,0-30,Junior High School,61-80,0-30,Vocational/technical,61-80,0-30,81-100,61-80,31-60,61-80,61-80,1,1,1,120,1,1,0.5,50,200,250,4,0.25,1000,63,0,0,0,0,1,0,0,,1,217,246,463,11,45,43,88,2,46,53,99,2,42,50,92,2,22,40,62,1,41,20,61,1,21,40,61,1,35,11,9,91,90,90.5,49.5,50,49.75,5,5,5,0.5,0,0.25,47.5,0,1,0,1,9,0.370018363
5,CI26,Nawa,10,CI2603,Méagui,N'DRIAGUI,MEA029,2006,1073,934,507,566,475,459,193,152,443,74,71,92,84,229,30,40,101,68,215,44,31,0,0,0,136,152,288,0,0,0,0,0,0,0,0,0,0-40,0,0,0,20,1,1,6,0,0,0,0,20,0,20,0,0,0,20,0,5,0,20,0,1,0,1,1,0,0,0,0,0,0,15,12,3,1,0,0,1,0-30,0-30,No school,0-30,61-80,Primary 1-3,0-30,61-80,61-80,81-100,0-30,61-80,0-30,0,0,1,60,0,0,5,8,100,108,38,2.5,4104,270,1,8,65,73,1,0,1,2000,0,136,152,288,6,28,26,54,1,26,30,56,1,29,27,56,1,25,28,53,1,10,21,31,1,18,20,38,1,32,6,6,96,96,96,99,98,98.5,0,0,0,0,5.300000191,2.650000095,48,1,0,0,1,6,0.095310181
10,CI13,Goh,30,CI1302,Oumé,GBOMENEDA,OUM003,1054,601,452,295,306,239,213,99,55,207,44,47,49,33,107,24,26,50,22,100,20,21,0,0,0,71,105,176,0,0,0,0,0,0,0,0,0,0-40,0,0,0,12,1,1,6,0,0,0,0,5,0,5,0,0,0,12,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,61-80,61-80,Primary 1-3,31-60,31-60,Junior High School,61-80,31-60,61-80,31-60,31-60,0-30,0-30,1,1,1,5,0,1,2.5,4,150,154,19,1.25,2926,193,1,4,0,4,1,0,0,,0,71,105,176,22,11,14,25,1,19,30,49,1,6,23,29,1,14,12,26,1,10,15,25,1,11,11,22,1,19,6,6,91,92.86000061,91.93000031,100,100,100,9,7.139999866,8.069999695,0,0,0,29,0,0,0,0,6,0.450416476
10,CI13,Goh,30,CI1302,Oumé,TONLA-village,OUM004,3745,2173,1571,1086,1087,767,804,330,264,599,181,199,150,133,307,76,101,180,131,291,105,97,0,0,0,201,206,407,110,205,315,25,65,90,0,0,0,70-100,0,0,0,18,1,1,6,0,1,1,10,0,0,30,0,0,0,30,1,0,0,15,1,1,0,0,0,0,0,0,0,0,0,5,4,1,1,1,0,0,81-100,81-100,Primary 4-6,31-60,31-60,Junior High School,61-80,31-60,81-100,31-60,31-60,0-30,0-30,0,1,1,10,0,1,2.5,50,600,650,19,1.25,12350,813,1,0,8,8,1,0,0,,0,201,206,407,135,35,28,63,1,31,35,66,1,34,37,71,1,29,27,56,1,39,38,77,1,33,41,74,1,40,6,6,80,66,73,95,98,96.5,2.849999905,0,1.429999948,3.029999971,2.430000067,2.730000019,68,0,0,0,1,6,0.598656297
22,CI19,Iffou,72,CI1903,Prikro,KOFFI-SEGBREGBEKRO,PRI001,793,385,407,194,191,199,208,70,88,171,48,31,34,45,83,22,15,36,43,88,26,15,0,0,0,68,97,165,19,25,44,15,18,33,0,0,0,70-100,0,0,0,21,1,1,6,0,0,0,0,45,0,45,0,0,0,45,0,21,0,45,0,0,0,0,0,0,0,0,0,0,0,9,8,1,1,0,0,0,0-30,0-30,No school,0-30,81-100,No school,0-30,81-100,81-100,31-60,0-30,0-30,0-30,0,0,1,120,0,1,2,4,60,64,15,1,960,64,0,0,0,0,1,0,0,,0,68,97,165,10,10,20,30,1,20,35,55,1,12,10,22,1,7,8,15,1,8,8,16,1,17,10,27,1,14,6,6,96,96,96,100,100,100,5,5,5,0,0,0,28,1,0,1,1,6,0.077961542
22,CI19,Iffou,72,CI1903,Prikro,LENDEKRO,PRI002,1716,886,829,422,464,411,418,172,158,317,113,70,84,86,155,50,36,88,72,161,63,34,0,0,0,98,102,200,30,50,80,20,30,50,0,0,0,0-40,0,0,0,18,1,1,6,0,0,0,0,18,0,18,0,0,0,78,0,3,0,18,0,1,1,1,0,0,0,0,0,0,1,7,5,2,0,1,1,0,31-60,61-80,No school,0-30,81-100,Primary 4-6,31-60,31-60,81-100,31-60,61-80,0-30,0-30,0,0,1,180,0,0,0.5,0,30,30,4,0.25,120,8,0,0,0,0,0,0,0,,0,98,102,200,0,27,21,48,1,20,20,40,1,17,18,35,1,9,16,25,1,11,10,21,1,14,17,31,1,26,6,6,99,99,99,99,99,99,2,2,2,0,0,0,33,0,0,0,0,6,0.099372476
4,CI29,San Pédro,11,CI2901,San Pédro,DOTOU,SPE058,1875,983,892,459,524,433,459,224,141,380,82,64,104,77,190,33,29,121,64,190,49,35,0,0,0,128,157,285,81,75,156,79,83,162,19,31,50,41-69,0,0,0,18,1,2,11,0,0,0,0,13,0,18,0,0,0,42,0,2,0,18,0,1,0,0,1,1,1,0,0,0,1,12,9,3,1,1,1,1,31-60,31-60,Primary 4-6,31-60,31-60,University,61-80,0-30,61-80,31-60,31-60,0-30,0-30,1,1,0,60,2,0,2,17,250,267,15,1,4005,267,1,17,43,60,1,1,1,1500,0,128,157,285,6,26,37,63,2,34,25,59,1,17,24,41,2,28,25,53,2,9,21,30,2,14,25,39,2,35,11,11,97.5,97.91500092,97.70999908,100,95,97.5,0.5,2.085000038,1.294999957,0,0.5,0.25,25,1,0,1,0,11,0.133531392
4,CI29,San Pédro,11,CI2901,San Pédro,GABIADJI-village,SPE059,1983,1131,852,556,575,427,425,133,117,403,98,101,66,60,204,48,49,67,56,200,50,52,0,0,0,170,159,329,0,0,0,0,0,0,0,0,0,70-100,0,0,0,1,1,1,6,0,1,2,4,0,0,1,0,0,0,29,1,0,0,29,1,1,1,1,1,1,1,0,0,0,0,10,8,2,1,0,0,0,31-60,31-60,Junior High School,31-60,31-60,University,61-80,0-30,81-100,0-30,61-80,0-30,0-30,0,1,1,10,0,0,2,50,300,350,15,1,5250,350,1,34,247,281,1,1,1,1500,0,170,159,329,0,50,48,98,1,27,31,58,1,26,22,48,1,23,24,47,1,27,19,46,1,17,15,32,1,31,6,6,95.94999695,96.69999695,96.69999695,100,100,100,2.359999895,1.559999943,1.960000038,0,0,0,55,0,0,0,0,6,0.044951387
4,CI29,San Pédro,11,CI2901,San Pédro,KAKO 2,SPE060,1461,782,678,373,409,347,331,84,165,328,50,51,40,89,163,30,25,44,76,165,20,26,0,0,0,129,113,242,0,0,0,0,0,0,0,0,0,0-40,0,0,0,26,1,1,7,0,0,0,0,27,0,27,0,0,0,65,1,0,0,6,1,1,1,1,0,0,0,0,0,0,0,8,7,1,0,1,0,0,0-30,0-30,Junior High School,61-80,0-30,Senior High School,61-80,0-30,61-80,81-100,61-80,0-30,0-30,0,1,1,30,0,0,0.5,0,200,200,4,0.25,800,50,0,0,0,0,0,0,0,,0,134,121,255,174,35,24,59,2,20,24,44,1,18,18,36,1,20,9,29,1,30,29,59,1,11,17,28,1,28,7,7,97.13999939,100,98.56999969,100,100,100,2.849999905,0,1.429999948,0,0,0,36,1,0,0,1,7,0.03571808
4,CI29,San Pédro,11,CI2901,San Pédro,OUELEKE,SPE061,1423,760,661,396,364,341,320,123,120,301,52,65,59,64,154,30,34,65,55,147,22,31,0,0,0,116,140,256,99,99,198,99,99,198,99,99,198,41-69,0,0,0,42,1,1,7,0,0,0,0,42,0,42,0,0,0,84,0,8,0,8,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0-30,31-60,Primary 4-6,31-60,0-30,University,61-80,0-30,61-80,0-30,61-80,0-30,0-30,0,1,0,60,1,0,2,0,80,80,15,1,1200,80,1,0,83,83,1,1,1,2000,1,116,140,256,180,45,38,83,2,19,22,41,1,12,27,39,1,19,27,46,1,11,8,19,1,10,18,28,1,11,6,7,84.44000244,89.47000122,86.5,70,83.33000183,76.66000366,15,11,13,30,16.65999985,23.32999992,43,0,0,0,1,7,0.024097551
4,CI29,San Pédro,11,CI2901,San Pédro,TEKOULEBO,SPE062,641,343,298,163,180,145,153,88,43,117,25,26,43,22,56,10,14,45,21,60,14,13,0,0,0,6,10,16,0,0,0,0,0,0,0,0,0,41-69,0,0,0,42,0,0,0,3,0,0,0,42,0,42,0,0,0,75,0,3,0,23,0,1,0,0,0,0,0,0,0,0,0,4,3,1,0,1,1,0,0-30,0-30,Primary 1-3,0-30,61-80,Junior High School,61-80,0-30,61-80,61-80,81-100,0-30,0-30,0,0,1,30,0,0,0.5,0,10,10,4,0.25,40,3,0,0,0,0,0,0,0,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,0,,0,0,0,0.112477981
19,CI14,Gontougo,73,CI1403,Sandégué,KONDORODOUGOU,SAN001,1389,742,646,353,389,317,329,180,113,237,67,51,88,61,115,31,22,92,51,121,36,29,0,0,0,65,77,142,0,0,0,0,0,0,0,0,0,0-40,0,0,0,150,1,1,3,0,0,0,0,45,0,150,0,0,0,150,1,0,0,25,0,0,0,0,1,1,0,0,0,0,0,64,63,1,0,0,0,0,0-30,31-60,Primary 4-6,0-30,61-80,Junior High School,31-60,31-60,81-100,61-80,0-30,0-30,0-30,0,0,1,5,0,1,1,1,50,51,8,0.5,408,26,0,0,0,0,1,0,1,1000,1,65,77,142,0,24,22,46,1,0,0,0,0,13,21,34,1,17,22,39,1,5,6,11,0,6,6,12,0,12,3,3,94.54000092,94,94.26999664,97.20999908,97.11000061,97.16000366,0,0,0,0,0,0,47,0,1,0,0,3,0.265281111
18,CI12,Gbôkle,74,CI1202,Sassandra,KADROKPA 2,SAS001,6351,3137,3212,1530,1607,1607,1605,652,791,1232,206,333,304,410,616,111,166,347,381,616,95,166,0,0,0,402,522,924,0,0,0,0,0,0,0,0,0,70-100,0,0,0,10,1,2,16,0,0,0,0,25,0,25,0,0,0,97,1,0,0,5,0,0,0,0,0,1,0,0,2,2,0,13,12,1,1,0,0,0,0-30,0-30,Primary 1-3,31-60,31-60,No school,0-30,81-100,31-60,0-30,31-60,0-30,0-30,0,1,1,10,0.5,1,5,0,650,650,38,2.5,24700,1625,1,0,20,20,1,0,1,1500,1,398,518,916,304,87,129,216,5,79,71,150,2,67,81,148,3,67,75,142,2,61,79,140,2,35,81,116,2,110,16,16,99.11500549,99.23000336,99.17500305,98.25999451,98.25999451,98.26000214,3,0,1.5,0.5,0.5,0.5,57.5,1,0,0,0,16,0
18,CI12,Gbôkle,74,CI1202,Sassandra,LOHIRI-NEYAU,SAS002,679,379,298,189,190,146,152,75,43,133,24,25,36,24,63,11,12,38,19,70,12,13,0,0,0,23,45,68,3,3,6,0,2,2,0,0,0,41-69,0,0,0,20,1,1,3,0,0,0,0,20,0,20,0,0,0,20,0,6,0,6,0,0,1,1,1,1,0,0,10,10,0,3,2,1,0,1,1,0,31-60,31-60,Primary 4-6,0-30,81-100,No school,61-80,0-30,61-80,31-60,61-80,31-60,31-60,1,1,1,5,0,1,2,5,80,85,15,1,1275,85,1,0,21,21,0,0,1,2000,1,23,45,68,0,11,20,31,1,4,4,8,0,8,15,23,1,0,2,2,0,0,4,4,1,0,0,0,0,0,3,3,100,100,100,0,0,0,0,0.5,0.25,0,0,0,23,0,0,0,0,3,0
12,CI23,Marahoué,31,CI2302,Sinfra,KOUMOUDJI,SNF001,3339,1837,1500,935,902,766,734,344,270,593,137,157,171,140,292,78,85,172,130,301,59,72,13,17,30,225,279,504,0,0,0,0,0,0,0,0,0,70-100,1,1,2,0,1,2,12,0,0,0,0,3,0,3,0,0,0,30,0,1.399999976,0,30,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0-30,0-30,Primary 4-6,0-30,61-80,Senior High School,61-80,0-30,81-100,81-100,81-100,0-30,0-30,0,1,1,10,0,1,3,10,500,510,23,1.5,11730,765,0,0,0,0,0,0,1,1000,1,225,279,504,0,44,73,117,2,48,44,92,2,51,54,105,2,35,45,80,2,32,18,50,2,26,34,60,2,56,12,12,95.25999451,96.81999969,96.04000092,98.06500244,97.93000031,98,0.045000002,5.920000076,2.985000134,0,0,0,42.5,0,1,1,0,12,0.095310181
12,CI23,Marahoué,31,CI2302,Sinfra,KATIENOU,SNF008,2374,1354,1020,665,689,501,519,250,150,418,95,107,117,81,199,45,59,133,69,218,51,48,0,0,0,157,150,302,0,0,0,0,0,0,0,0,0,70-100,0,0,0,7,1,1,6,0,0,0,0,7,0,14,0,0,0,15,1,0,0,7,0,0,0,0,1,1,1,0,0,0,1,39,34,5,0,0,0,0,0-30,0-30,Primary 1-3,0-30,81-100,Senior High School,31-60,31-60,61-80,61-80,61-80,31-60,31-60,0,0,1,60,0,0,3,9,330,339,23,1.5,7797,509,1,10,45,55,1,0,0,,0,152,150,302,35,35,30,65,1,26,40,66,1,19,31,50,1,30,20,50,1,20,15,35,1,22,14,36,1,35,6,6,90,96,93,100,100,100,10,4,7,0,0,0,50,0,0,1,1,6,0.121889815
15,CI132,Tonkpi,75,CI3204,Sipilou,GANGBAPLEU,SIP001,1881,1054,827,527,527,432,395,287,109,290,69,71,135,63,154,40,40,152,46,137,29,31,0,0,0,73,108,181,5,10,15,2,3,5,0,2,2,70-100,0,0,0,3,1,1,3,0,0,0,0,35,0,35,0,0,0,71,0,3,0,71,0,1,1,0,0,0,0,0,0,0,0,17,16,1,1,1,1,0,0-30,0-30,Primary 1-3,31-60,0-30,No school,81-100,0-30,61-80,81-100,61-80,0-30,0-30,0,0,0,40,1,1,1,3,150,153,8,0.5,1224,77,0,0,0,0,0,1,1,1250,0,73,108,181,0,26,25,51,1,21,24,45,0,7,18,25,1,7,13,20,0,8,12,20,1,4,16,20,0,12,3,3,60,80,70,72,80,76,3,2,2.5,1,2,1.5,60,0,0,0,0,3,0.130620182
5,CI26,Nawa,12,CI2604,Soubré,BRICOLO,SOU006,1444,710,733,355,355,363,370,146,156,304,67,61,70,78,147,36,32,76,78,156,31,29,0,0,0,125,133,258,0,0,0,0,0,0,0,0,0,0-40,0,0,0,18,1,1,6,0,0,0,0,5,0,18,0,0,0,18,1,0,0,18,1,1,1,0,0,0,0,0,0,0,0,6,5,1,0,1,1,0,0-30,0-30,Junior High School,61-80,0-30,University,61-80,0-30,81-100,61-80,31-60,31-60,31-60,1,1,1,5,0,1,5,5,200,205,38,2.5,7790,513,0,0,0,0,1,1,1,2000,0,125,133,258,4,28,23,51,1,17,26,43,1,21,23,44,1,16,13,29,1,25,18,43,1,18,30,48,1,48,7,6,98,98,98,98,98,98,1,1,1,1,1,1,37,1,0,0,1,6,0.058268908
5,CI26,Nawa,12,CI2604,Soubré,KOPERAGUI,SOU007,2259,1187,1072,574,613,538,534,259,186,458,74,94,121,94,228,48,47,138,93,230,26,47,0,0,0,186,203,389,0,0,0,0,0,0,0,0,0,70-100,0,0,0,18,1,2,12,0,0,0,0,5,0,18,0,0,0,18,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,6,5,1,0,1,0,0,0-30,0-30,Junior High School,31-60,31-60,University,61-80,0-30,61-80,61-80,61-80,0-30,0-30,1,1,1,5,0,1,2,5,350,355,15,1,5325,355,1,0,40,40,1,1,1,2000,0,186,203,389,28,47,43,90,2,33,41,74,2,30,37,67,2,32,35,67,2,12,32,44,2,14,33,47,2,30,9,12,96.26499939,96.15000153,96.20999908,96.22000122,94.71499634,95.47000122,0.800000012,0.810000002,0.805000007,0,0,0,45,1,0,0,1,12,0.025975486
7,CI03,Agnéby-Tiassa,19,CI0303,Taabo,TOKOHIRI,TAA005,4123,2298,1825,1143,1155,918,907,458,352,651,186,178,225,191,320,88,94,233,161,331,98,84,13,16,29,266,287,553,11,13,24,1,2,3,0,1,1,0-40,1,1,2,0,1,1,15,0,0,0,0,7,0,18,0,0,0,18,1,0,0,7,1,1,1,1,0,1,1,0,2,2,1,9,8,1,0,1,1,0,0-30,31-60,Primary 4-6,0-30,81-100,Junior High School,61-80,0-30,81-100,61-80,61-80,31-60,31-60,0,0,1,10,0,1,3,25,400,425,23,1.5,9775,638,1,25,150,175,1,0,0,,1,266,287,553,0,71,65,136,3,61,62,123,3,32,34,66,2,40,54,94,2,26,30,56,2,37,41,78,2,62,15,14,93.65000153,95.19000244,94.41999817,96.31999969,86.73999786,91.52999878,7.010000229,9.409999847,8.210000038,3.799999952,0.639999986,2.220000029,37,0,1,0,1,14,0.547295272
4,CI29,San Pédro,86,CI2902,Tabou,BEOUE,TAB001,2629,1452,1177,737,715,594,583,231,256,412,153,125,114,140,200,73,67,117,116,212,80,58,0,0,0,125,148,273,0,0,0,0,0,0,0,0,0,0-40,0,0,0,22,1,1,8,0,0,0,0,70,0,140,0,0,0,226,0,4,0,140,0,0,1,0,0,0,0,0,0,0,0,12,11,1,0,0,1,0,0-30,0-30,No school,0-30,0-30,Junior High School,31-60,0-30,81-100,31-60,31-60,0-30,31-60,0,1,1,10,0,1,5,0,350,350,38,2.5,13300,875,1,0,40,40,1,0,0,,1,125,148,273,10,35,41,76,2,21,29,50,2,30,26,56,1,14,23,37,1,14,20,34,1,11,9,20,1,15,8,8,97,90,93.5,91,100,95.5,3,10,6.5,9,0,4.5,34,1,0,0,1,8,0.054067221
4,CI29,San Pédro,86,CI2902,Tabou,GNAKANEPO,TAB002,902,515,387,253,262,200,187,60,84,169,36,39,28,42,88,20,22,31,41,82,16,17,0,0,0,99,71,170,0,0,0,0,0,0,0,0,0,70-100,0,0,0,22,0,0,0,2,0,0,0,22,0,22,0,0,0,136,0,2,0,22,0,0,0,1,1,0,0,0,0,0,0,25,21,4,0,0,0,0,0-30,0-30,Primary 1-3,0-30,61-80,Junior High School,61-80,0-30,61-80,61-80,0-30,31-60,31-60,0,0,0,30,1,1,2,0,120,120,15,1,1800,120,1,4,16,20,1,0,1,1500,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,0,,0,0,0,0.172842816
