pcode_region,pcode_region,region,id_007_district,pcode_district,district,id_008_community_name,community_code,pop_tot,pop_ad,pop_children,pop_admale,pop_adfemale,pop_girls,pop_boys,pop_ch_0_2,pop_ch_3_5,pop_ch_6_11,pop_ch_12_14,pop_ch_15_17,pop_girls_0_2,pop_girls_3_5,pop_girls_6_11,pop_girls_12_14,pop_girls_15_17,pop_boys_0_2,pop_boys_3_5,pop_boys_6_11,pop_boys_12_14,pop_boys_15_17,N_gch_kinderg,N_bch_kinderg,N_ch_kinderg,N_gch_prim,N_bch_prim,N_ch_prim,N_gch_jh,N_bch_jh,N_ch_jh,N_gch_sh,N_bch_sh,N_ch_sh,N_gch_voc,N_bch_voc,N_ch_voc,birth_cert,kinderg,kinderg_n,kinderg_c,kinderg_d,primary,primary_n,primary_c,primary_d,jhigh,jhigh_n,jhigh_c,jhigh_d,shigh,shigh_d,voc,voc_n,voc_c,voc_d,health_primary,distance to nearest primary healthcare centre,health_secondary,health_secondary_d,electricity,mobile,internet,road3,ngo,buycompany,cocoa_org,flead,mlead,lead,traingender,lead_pos,lead_mpos,lead_fpos,cap,revenue,revenue_forchild,ccpc,women_perc1,women_perc2,women_edu,women_percread,women_percnoed,men_edu,men_percread,men_percnoed,women_perccare,women_percchild05,women_percliv,women_percland,women_perclandcul,childprot,childrem,waterpoint,waterpoint_dist1,waterpoint_dist2,reducemeal,cocoa_landsize,cocoa_femalefarm,cocoa_malefarm,cocoa_farm,cocoa_prod1,cocoa_prod2,cocoa_prod3,cocoa_prod4,extserv,extserv_female,extserv_male,extserv_tot,input_av,input_af,casualwork_av,casualwork_cost,agrserv,CED_N_gch_prim,CED_N_bch_prim,CED_N_ch_prim,CED_N_ch_primotherc,CED_N_gch_prim1,CED_N_bch_prim1,CED_N_ch_prim1,CED_N_cl_prim1,CED_N_gch_prim2,CED_N_bch_prim2,CED_N_ch_prim2,CED_N_cl_prim2,CED_N_gch_prim3,CED_N_bch_prim3,CED_N_ch_prim3,CED_N_cl_prim3,CED_N_gch_prim4,CED_N_bch_prim4,CED_N_ch_prim4,CED_N_cl_prim4,CED_N_gch_prim5,CED_N_bch_prim5,CED_N_ch_prim5,CED_N_cl_prim5,CED_N_gch_prim6,CED_N_bch_prim6,CED_N_ch_prim6,CED_N_cl_prim6,CED_N_ch_js,CED_teacher,CED_class_prim,CED_gattend_prim1,CED_battend_prim1,CED_attend_prim1,CED_gattend_prim6,CED_battend_prim6,CED_attend_prim6,CED_gdropout_prim1,CED_bdropout_prim1,CED_dropout_prim1,CED_gdropout_prim6,CED_bdropout_prim6,CED_dropout_prim6,CED_ptratio_prim,CED_toilet_prim,CED_outofsch,CED_scholarship,CED_feed_prim,CED_Ncl_prim,lcommp_clab
4,CI29,San Pédro,86,CI2902,Tabou,OUEDJIRE,TAB003,2255,1227,1029,595,632,528,501,256,128,424,101,119,121,74,218,59,56,135,54,206,42,64,0,0,0,140,220,360,0,0,0,0,0,0,0,0,0,70-100,0,0,0,22,1,1,6,0,0,0,0,22,0,22,0,0,0,90,0,7,0,22,0,0,0,1,0,0,1,0,6,6,1,6,6,0,0,0,0,0,0-30,0-30,No school,0-30,61-80,Junior High School,61-80,0-30,61-80,31-60,0-30,0-30,0-30,1,1,0,20,1,1,4,10,100,110,31,2,3410,220,1,0,0,0,1,0,1,2000,0,140,220,360,70,30,42,72,1,30,29,59,1,26,32,58,1,22,39,61,1,28,29,57,1,26,27,53,1,35,6,6,93,95,94,97,99,98,2.769999981,1.389999986,2.079999924,0,5.449999809,2.730000019,60,0,0,0,1,6,0.591364503
4,CI29,San Pédro,86,CI2902,Tabou,TATOU,TAB004,618,324,292,157,167,149,143,68,51,122,19,34,33,25,63,9,19,35,25,58,10,15,0,0,0,35,48,83,0,0,0,0,0,0,0,0,0,0-40,0,0,0,4,0,0,0,4,0,0,0,33,0,33,0,0,0,126,0,18,0,33,0,0,0,0,0,0,0,0,0,0,0,12,11,1,0,0,0,0,0-30,0-30,No school,0-30,81-100,Junior High School,61-80,0-30,61-80,31-60,31-60,0-30,0-30,0,0,1,60,0,1,4,16,100,116,31,2,3596,232,0,0,0,0,1,1,0,,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,0,,0,0,0,0.475423694
17,CI08,Cavally,33,CI0903,Taï,ZAGNE-village,TAI002,4151,2150,2001,1019,1131,1019,982,427,419,819,161,175,212,220,408,88,91,215,199,411,73,84,25,25,50,299,315,614,3500,4500,8000,0,0,0,0,0,0,70-100,0,0,0,1,1,2,12,0,1,2,8,0,0,1,0,0,0,45,1,0,1,0,1,1,0,0,1,0,1,7,23,30,1,23,12,11,1,1,1,0,0-30,0-30,Primary 4-6,31-60,31-60,Senior High School,81-100,0-30,81-100,81-100,61-80,0-30,0-30,0,1,1,2,0,1,2.5,35,800,835,19,1.25,15865,1044,1,3,579,582,1,0,1,1500,0,299,315,614,0,65,50,115,2,43,75,118,2,55,67,122,2,48,54,102,2,50,38,88,2,38,31,69,2,69,12,12,95.75500488,96.30000305,96.02999878,96.80000305,97.79499817,97.30000305,1.745000005,3.49000001,2.619999886,0,0,0,51,1,1,0,1,12,0.042559616
19,CI14,Gontougo,76,CI1404,Tanda,KOUATOUTOU,TAN001,1170,668,502,328,340,243,259,82,58,251,50,62,41,29,123,21,29,41,28,128,29,33,0,0,0,111,103,213,0,0,0,0,0,0,0,0,0,41-69,0,0,0,4,1,1,6,0,0,0,0,10,0,10,0,0,0,10,0,3,0,3,0,0,0,0,0,0,1,3,17,20,1,20,10,10,0,0,1,0,31-60,31-60,Primary 1-3,0-30,81-100,Primary 1-3,61-80,61-80,61-80,81-100,31-60,61-80,61-80,0,1,1,5,0.5,1,3,10,130,140,23,1.5,3220,210,1,0,0,0,0,0,0,,1,110,103,213,6,23,20,43,1,21,17,38,1,18,17,35,1,18,16,34,1,16,15,31,1,14,18,32,1,18,6,6,99.13999939,95.80000305,97.47000122,92.69999695,98.44000244,95.56999969,0,0,0,0,0,0,36,0,0,0,1,6,0.283575296
19,CI14,Gontougo,76,CI1404,Tanda,YAOBOUO,TAN002,607,313,293,154,159,146,147,63,57,94,47,33,29,30,47,21,19,33,27,47,26,14,0,0,0,33,47,80,0,0,0,0,0,0,0,0,0,70-100,0,0,0,5,1,1,3,0,0,0,0,15,0,15,0,0,0,15,0,4,0,4,0,0,0,1,1,1,0,0,0,0,0,18,18,0,0,0,0,0,0-30,0-30,Primary 1-3,0-30,61-80,Primary 4-6,31-60,31-60,81-100,81-100,61-80,0-30,0-30,0,1,1,5,0,1,2,1,10,11,15,1,165,11,1,0,12,12,0,0,0,,1,33,47,80,0,15,18,33,1,0,0,0,0,14,10,24,1,0,0,0,0,8,15,23,1,0,0,0,0,0,3,3,98.63999939,99.01999664,98.83000183,0,0,0,0.140000001,0,0.07,0,0,0,27,1,1,0,0,3,0.33024168
14,CI30,Sud Comoé,77,CI3004,Tiapoum,KODJOKRO,TIP001,818,426,392,209,217,196,196,85,96,138,40,33,41,51,69,18,17,43,45,70,22,16,11,8,19,47,55,102,0,0,0,0,0,0,0,0,0,0-40,1,1,1,0,1,1,3,0,0,0,0,17,0,17,0,0,0,17,0,6,0,17,1,1,0,0,0,0,0,0,0,0,0,4,3,1,0,1,1,0,0-30,0-30,Primary 4-6,0-30,31-60,Junior High School,61-80,0-30,81-100,0-30,61-80,0-30,0-30,0,1,1,15,0,1,1,2,50,52,8,0.5,416,26,1,1,5,6,1,0,1,2000,1,47,55,102,4,9,13,22,1,9,9,18,0,5,6,11,1,7,11,18,0,9,8,17,1,8,8,16,0,14,3,3,85.08999634,86.81999969,85.95999908,96.88999939,96.02999878,96.45999908,0,9.090000153,4.550000191,0,0,0,34,1,1,0,0,3,0.066691376
7,CI03,Agnéby-Tiassa,14,CI0304,Tiassalé,BATERA,TSL002,1914,1036,880,519,517,441,439,184,137,374,98,84,89,78,183,46,45,96,59,192,52,40,0,0,0,141,178,319,0,0,0,0,0,0,0,0,0,41-69,0,0,0,1,1,1,6,0,0,0,0,5,0,5,0,0,0,12,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,0,0,0,0-30,0-30,Primary 4-6,0-30,61-80,Junior High School,61-80,0-30,81-100,81-100,31-60,0-30,0-30,0,0,1,20,0,0,2,10,220,230,15,1,3450,230,1,0,7,7,1,0,1,1500,0,141,178,319,0,21,35,56,1,23,34,57,1,24,30,54,1,28,33,61,1,32,25,57,1,13,21,34,1,33,6,6,99,98,98.5,100,100,100,0,0,0,0,0,0,53,0,0,0,0,6,0.191891015
7,CI03,Agnéby-Tiassa,14,CI0304,Tiassalé,ELOSSO,TSL005,2555,1432,1123,716,716,561,562,248,238,375,169,93,123,123,193,77,45,124,115,183,92,48,0,0,0,141,178,319,34,42,76,19,21,40,0,3,3,41-69,0,0,0,22,1,1,6,0,0,0,0,15,0,15,0,0,0,27,0,9,0,9,1,1,0,0,0,0,0,0,0,0,0,4,3,1,0,0,0,0,0-30,0-30,Primary 1-3,0-30,61-80,Primary 4-6,61-80,0-30,81-100,81-100,61-80,0-30,0-30,0,1,1,20,0,1,5,14,300,314,38,2.5,11932,785,0,0,0,0,1,1,1,2000,0,141,178,319,0,21,35,56,1,23,34,57,1,24,30,54,1,28,33,61,1,32,25,57,1,13,21,34,1,33,6,6,96,96,96,99,99,99,1,1,1,0,0,0,53,0,0,0,0,6,0.136132166
8,CI06,Belier,78,CI0603,Tiébissou,DJAHAKRO,TIE001,1117,559,557,274,285,276,281,147,94,225,47,44,68,48,118,19,23,79,46,107,28,21,0,0,0,17,18,35,0,0,0,0,0,0,0,0,0,41-69,0,0,0,45,1,1,1,0,0,0,0,16,0,20,0,0,0,70,0,13,0,20,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0-30,0-30,No school,0-30,81-100,No school,0-30,81-100,61-80,61-80,31-60,0-30,0-30,0,0,1,5,0,1,0.5,10,50,60,4,0.25,240,15,1,0,0,0,1,0,0,,0,17,18,35,0,17,18,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,100,100,100,0,0,0,0,0,0,0,0,0,35,1,0,0,0,1,0.609377325
8,CI06,Belier,78,CI0603,Tiébissou,KAHANKRO,TIE002,2413,1376,1037,676,700,524,513,205,133,488,102,108,99,70,243,52,60,106,63,245,50,49,18,17,35,205,210,415,0,0,0,0,0,0,0,0,0,41-69,1,1,3,0,1,2,12,0,0,0,0,5,0,5,0,0,0,5,1,0,0,5,1,1,0,1,0,1,1,0,1,1,1,4,2,2,0,1,1,0,31-60,31-60,Primary 1-3,0-30,61-80,Senior High School,31-60,31-60,61-80,61-80,61-80,31-60,31-60,0,1,1,3,0,1,5,10,160,170,38,2.5,6460,425,1,12,3,15,1,0,1,2000,1,205,210,415,0,44,31,75,2,45,36,81,2,37,39,76,2,36,29,65,2,31,31,62,2,26,30,56,2,45,12,12,83,84.5,83.75,90,100,95,0.5,0.5,0.5,0,0,0,34.5,0,0,0,1,12,0
8,CI06,Belier,78,CI0603,Tiébissou,TOLLABONOU,TIE003,1366,706,660,348,358,324,336,115,130,284,62,70,52,70,137,29,36,63,60,146,33,34,0,0,0,120,121,241,0,0,0,0,0,0,0,0,0,0-40,0,0,0,24,0,0,0,1,0,0,0,24,0,24,0,0,0,25,0,5,0,24,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0-30,0-30,No school,0-30,81-100,Primary 1-3,0-30,61-80,0-30,31-60,31-60,0-30,0-30,0,0,1,5,0,1,1,1,5,6,8,0.5,48,3,0,0,0,0,0,0,0,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,0,,0,0,0,0.566853464
17,CI08,Cavally,79,CI0904,Toulepleu,POYABLI,TLP001,1084,554,530,277,277,268,262,113,81,221,61,53,52,41,115,29,31,61,40,106,33,22,0,0,0,55,81,136,7,22,29,0,0,0,0,0,0,41-69,0,0,0,15,1,1,5,0,0,0,0,15,0,15,0,0,0,15,0,15,0,15,1,1,1,1,0,0,0,0,0,0,1,48,36,12,0,1,0,0,0-30,0-30,Primary 4-6,31-60,31-60,Primary 4-6,61-80,31-60,61-80,81-100,81-100,31-60,31-60,0,0,1,20,0,1,1,5,50,55,8,0.5,440,28,1,5,40,45,1,0,0,,0,55,81,136,15,10,15,25,1,15,11,26,1,12,13,25,0,8,15,23,1,8,12,20,1,2,15,17,1,12,5,5,78.76000214,93.77999878,86.26999664,92.48000336,91.54000092,92.01000214,0,0,0,0,13.32999992,6.670000076,27,1,0,0,1,5,0.624154329
8,CI06,Belier,40,CI0604,Toumodi,COMEKRO,TOU002,723,387,336,183,204,166,170,65,65,150,30,25,32,35,72,14,13,33,30,78,16,13,0,0,0,16,12,28,0,0,0,0,0,0,0,0,0,0-40,0,0,0,20,1,1,1,0,0,0,0,20,0,20,0,0,0,20,0,3,0,20,1,1,0,1,1,0,0,0,0,0,0,10,7,3,1,1,1,0,31-60,0-30,Primary 1-3,0-30,81-100,Primary 1-3,31-60,61-80,81-100,81-100,81-100,0-30,0-30,0,0,1,45,0,1,3,0,50,50,23,1.5,1150,75,1,5,25,30,1,0,1,1500,1,16,12,28,0,16,12,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,98.05999756,98.19999695,98.12999725,0,0,0,0,0,0,0,0,0,28,0,0,0,0,1,0.055059779
8,CI06,Belier,40,CI0604,Toumodi,DJANGOMENOU,TOU003,1263,688,575,344,344,292,283,116,123,240,49,48,56,66,121,23,26,60,57,119,25,22,0,0,0,88,116,204,0,0,0,0,0,0,0,0,0,0-40,0,0,0,8,1,1,6,0,0,0,0,8,0,8,0,0,0,8,1,0,0,8,1,0,0,0,0,0,0,1,1,2,1,5,3,2,0,1,1,0,31-60,31-60,Primary 1-3,0-30,61-80,Junior High School,31-60,31-60,81-100,81-100,0-30,0-30,0-30,0,1,1,20,0,1,1.5,10,100,110,12,0.75,1320,83,1,10,125,135,1,0,1,1500,1,88,116,204,0,11,22,33,1,15,21,36,1,21,15,36,1,12,21,33,1,17,21,38,1,12,16,28,1,19,6,6,97,95.44999695,96.23000336,99,99,99,0,0,0,0,0,0,34,0,0,0,0,6,0.109698921
19,CI14,Gontougo,80,CI1405,Transua,ESSI-KOUAKOUKRO,TRA001,504,287,217,141,146,110,107,65,25,81,22,23,33,14,41,10,12,33,12,40,12,10,0,0,0,24,26,50,5,15,20,0,0,0,0,0,0,70-100,0,0,0,22,0,0,0,2,0,0,0,15,0,15,0,0,0,18,0,7,0,3,0,0,0,0,1,0,0,0,0,0,0,10,7,3,1,0,0,0,61-80,31-60,Primary 4-6,0-30,61-80,Primary 4-6,0-30,61-80,81-100,81-100,81-100,0-30,0-30,0,1,1,6,0,1,1.5,2,40,42,12,0.75,504,32,1,0,20,20,1,0,1,2000,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,0,,0,0,0,0.028170876
19,CI14,Gontougo,80,CI1405,Transua,KOUASSI-SERANOU,TRA002,1403,698,704,342,356,354,350,171,105,321,43,64,84,57,156,21,36,87,48,165,22,28,0,0,0,96,132,228,0,0,0,0,0,0,0,0,0,70-100,0,0,0,10,1,1,6,0,0,0,0,10,0,10,0,0,0,10,0,10,0,10,1,1,1,1,1,0,0,0,0,0,0,25,21,4,0,1,0,1,0-30,61-80,Primary 4-6,31-60,31-60,Primary 4-6,31-60,31-60,61-80,81-100,81-100,31-60,31-60,0,1,1,45,0,1,4,10,30,40,31,2,1240,80,0,0,0,0,1,0,1,2000,1,96,132,228,11,22,31,53,1,25,19,44,1,10,28,38,1,20,26,46,1,10,14,24,1,9,14,23,1,12,6,6,100,100,100,100,100,100,0,0,0,0,0,0,38,1,0,0,1,6,0.143100843
21,CI18,Haut-Sassandra,81,CI1803,Vavoua,GO?ZRA,VAV001,1531,804,726,389,415,356,370,154,158,296,58,61,71,80,140,36,29,82,78,156,22,32,0,0,0,93,117,210,79,108,187,0,0,0,0,0,0,70-100,0,0,0,17,1,1,6,0,0,0,0,17,0,17,0,0,0,17,0,17,0,17,0,1,0,0,0,1,1,2,4,6,1,12,9,3,1,1,0,0,0-30,0-30,No school,0-30,81-100,Junior High School,61-80,31-60,81-100,81-100,0-30,0-30,0-30,0,0,1,120,0,0,5,5,200,205,38,2.5,7790,513,1,0,4,4,0,0,0,,0,93,117,210,21,22,26,48,1,16,23,39,1,14,20,34,1,14,12,26,1,15,19,34,1,12,17,29,1,28,6,6,91.16000366,93.95999908,92.55999756,95.31999969,92.45999908,93.88999939,8.840000153,6.039999962,7.440000057,4.679999828,7.539999962,6.110000134,35,0,0,0,0,6,0.491594285
21,CI18,Haut-Sassandra,81,CI1803,Vavoua,KOULEYO,VAV002,1987,1114,874,557,557,431,443,196,89,420,86,82,95,49,201,44,42,102,40,219,42,40,0,0,0,153,157,310,35,42,77,12,19,31,1,5,6,70-100,0,0,0,40,1,1,6,0,0,0,0,4,0,40,0,0,0,40,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,15,13,2,0,1,1,0,0-30,0-30,Primary 1-3,0-30,61-80,Senior High School,61-80,31-60,81-100,81-100,61-80,0-30,0-30,0,1,0,60,1,1,3.230000019,3,100,103,25,1.61500001,2575,166,0,0,0,0,1,1,1,1500,0,153,157,310,220,58,62,120,1,19,13,32,1,18,20,38,1,29,21,50,1,24,28,52,1,5,13,18,1,17,6,6,96.55000305,93.54000092,95.05000305,100,100,100,3.450000048,6.460000038,4.960000038,0,0,0,52,0,0,0,0,6,0.24965468
21,CI18,Haut-Sassandra,81,CI1803,Vavoua,MONOKO-ZOHI,VAV003,2075,1077,998,531,546,502,496,192,179,434,80,113,95,92,219,37,59,96,87,216,43,54,0,0,0,136,116,252,0,0,0,0,0,0,0,0,0,70-100,0,0,0,60,1,1,6,0,0,0,0,8,0,60,0,0,0,60,1,0,0,60,0,0,1,0,0,1,1,0,4,4,0,8,6,2,1,1,0,0,0-30,0-30,No school,0-30,61-80,Junior High School,61-80,31-60,81-100,81-100,61-80,0-30,0-30,0,0,1,120,0,1,3,0,300,300,23,1.5,6900,450,1,0,4,4,1,0,0,,0,136,116,252,0,32,28,60,1,28,28,56,1,21,26,47,1,20,16,36,1,15,19,34,1,4,15,19,1,15,6,6,81.25,85.70999908,83.48000336,100,78.94000244,89.47000122,11.75,10.28999996,11.02000046,0,11.06000042,5.53000021,42,0,0,0,0,6,0.270874977
7,CI03,Agnéby-Tiassa,82,CI2404,Yakassé-Attobrou,ABRADINE 2,YAK001,1516,850,667,425,425,335,332,154,122,258,69,63,74,64,122,38,37,81,59,136,30,26,0,0,0,119,144,263,41,51,92,32,40,72,1,5,6,70-100,0,0,0,7,1,1,6,0,0,0,0,7,0,7,0,0,0,32,0,7,0,7,1,1,1,0,1,0,1,0,2,2,0,14,13,1,0,1,1,0,0-30,0-30,Primary 1-3,0-30,61-80,Junior High School,61-80,0-30,61-80,81-100,61-80,31-60,0-30,0,0,1,60,0,1,5,50,250,300,38,2.5,11400,750,1,30,70,100,1,0,0,,1,119,144,263,3,34,28,62,1,19,29,48,1,21,31,52,1,20,23,43,1,14,19,33,1,11,14,25,1,24,6,6,97.09999847,98.90000153,98,100,99,99.5,0.730000019,0.360000014,0.550000012,0,0,0,44,1,0,0,0,6,0.236388788
8,CI06,Belier,15,CI0202,Yamoussoukro,FONDI,YMK011,1245,667,576,315,352,296,280,139,113,198,56,72,65,60,101,29,41,73,54,96,26,31,0,0,0,95,73,168,0,0,0,0,0,0,0,0,0,0-40,0,0,0,10,1,1,6,0,0,0,0,10,0,10,0,0,0,10,0,3,0,10,1,1,1,1,1,1,1,0,1,1,1,12,10,2,1,0,0,0,0-30,0-30,Senior High School,61-80,31-60,Senior High School,61-80,31-60,61-80,81-100,61-80,0-30,0-30,0,0,0,60,1,1,1,3,100,103,8,0.5,824,52,1,3,35,38,1,0,1,2000,1,95,73,168,0,19,10,29,1,18,15,33,1,16,10,26,1,17,13,30,1,7,11,18,1,18,14,32,1,16,6,6,97,97,97,97,97,97,3,3,3,3,3,3,28,1,0,0,0,6,0
8,CI06,Belier,15,CI0202,Yamoussoukro,SAHABO,YMK012,2860,1501,1359,726,775,710,649,345,269,485,142,118,171,140,256,70,73,174,129,229,72,45,0,0,0,201,211,412,0,0,0,0,0,0,0,0,0,0-40,0,0,0,3,1,2,12,0,0,0,0,7,0,7,0,0,0,7,1,0,0,7,1,1,1,1,1,1,1,0,3,3,1,22,11,11,0,0,0,1,31-60,31-60,Primary 1-3,0-30,61-80,Junior High School,61-80,0-30,61-80,61-80,61-80,31-60,0-30,1,1,0,30,7,1,2,20,140,160,15,1,2400,160,1,0,0,0,1,0,1,3000,1,201,211,412,8,33,32,65,2,35,29,64,2,23,36,59,2,30,31,61,2,31,44,75,2,49,39,88,2,88,12,12,98,98,98,98,98,98,0.100000001,0.100000001,0.100000001,0.100000001,0.100000001,0.100000001,34.5,0,0,0,1,12,0.098440073
8,CI06,Belier,15,CI0202,Yamoussoukro,SUIBONOU,YMK013,1313,714,600,357,357,297,303,138,95,255,61,50,64,53,128,29,23,74,42,127,32,28,0,0,0,113,127,240,0,0,0,0,0,0,0,0,0,41-69,0,0,0,42,1,1,6,0,0,0,0,42,0,42,0,0,0,42,0,11,0,42,1,0,1,1,0,0,0,0,0,0,1,6,4,2,0,0,0,0,0-30,0-30,No school,0-30,61-80,Junior High School,31-60,31-60,81-100,81-100,81-100,61-80,0-30,0,1,0,180,5,1,1,1,100,101,8,0.5,808,51,0,0,0,0,1,0,1,2000,1,113,127,240,0,34,22,56,1,28,27,55,1,22,24,46,1,10,26,36,1,9,8,17,1,10,20,30,1,16,6,6,98,99,98.5,100,100,100,2.940000057,0,1.470000029,0,0,0,40,1,0,0,0,6,0.213574097
15,CI132,Tonkpi,83,CI3205,Zouan-Hounien,BEAPLEU,YKA001,678,357,320,173,184,155,165,77,42,137,36,29,36,22,66,16,15,40,20,71,20,14,0,0,0,10,7,17,0,0,0,0,0,0,0,0,0,0-40,0,0,0,1,0,0,0,1,0,0,0,1,0,18,0,0,0,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,61-80,31-60,Primary 4-6,0-30,61-80,Primary 4-6,61-80,0-30,81-100,81-100,61-80,31-60,31-60,0,0,0,60,1,1,1,5,80,85,8,0.5,680,43,0,0,0,0,0,0,0,,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,0,,0,0,0,0.075223424
15,CI132,Tonkpi,83,CI3205,Zouan-Hounien,BOYAPLEU 1,YKA002,690,362,328,169,193,164,164,86,52,120,32,37,40,28,59,17,20,46,24,61,16,17,0,0,0,25,35,60,3,7,10,0,0,0,0,0,0,41-69,0,0,0,2.5,0,0,0,2.5,0,0,0,2.5,0,18,0,0,0,56,0,2.5,0,18,0,1,1,1,1,1,1,1,2,3,1,24,12,12,0,1,1,1,0-30,0-30,Primary 4-6,0-30,61-80,Primary 4-6,81-100,31-60,81-100,81-100,61-80,0-30,0-30,1,0,1,120,0,1,2,40,90,130,15,1,1950,130,1,8,22,30,1,0,0,,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,0,,0,0,0,0.133531392
15,CI132,Tonkpi,83,CI3205,Zouan-Hounien,KPANTOUOPLEU,YKA003,1579,790,789,387,403,383,406,169,141,361,59,58,83,72,177,24,27,86,69,185,35,31,0,0,0,103,143,246,5,10,15,1,4,5,0,0,0,70-100,0,0,0,15,1,1,6,0,0,0,0,15,0,15,0,0,0,126,1,0,0,15,0,1,1,0,1,0,0,0,0,0,1,21,15,6,0,1,1,1,0-30,0-30,Primary 1-3,0-30,61-80,Junior High School,61-80,31-60,81-100,81-100,81-100,0-30,0-30,1,1,1,30,0,1,3,80,250,330,23,1.5,7590,495,0,0,0,0,1,0,1,1750,1,103,143,246,21,32,45,77,1,30,30,60,1,20,31,51,1,7,25,32,1,5,5,10,1,9,7,16,1,10,7,6,96,77.29000092,86.65000153,98,95,96.5,0,4.570000172,2.289999962,0,0,0,35,1,0,0,1,6,0.44507426
21,CI18,Haut-Sassandra,84,CI1804,Zoukougbeu,NADIGBEU,ZOU001,2920,1484,1439,742,742,714,725,391,266,509,152,118,185,138,255,74,62,206,129,255,78,57,0,0,0,159,223,382,7,43,50,0,12,12,0,0,0,0-40,0,0,0,5,1,2,10,0,0,0,0,5,0,5,0,0,0,5,0,5,0,5,1,1,1,1,0,0,0,0,0,0,1,4,2,2,1,1,0,0,0-30,0-30,Primary 1-3,0-30,61-80,Junior High School,61-80,0-30,81-100,61-80,61-80,0-30,0-30,0,1,1,15,0,1,4,4,400,404,31,2,12524,808,1,4,120,124,1,0,0,,0,159,223,382,0,39,48,87,2,35,41,76,2,26,33,59,2,26,36,62,2,21,29,50,1,16,32,48,1,47,11,10,74.20500183,73.41500092,73.80999756,37.5,46.875,42.18999863,5.554999828,3.224999905,4.389999866,3.099999905,3.125,3.11500001,34,1,1,0,1,10,0.425832391
12,CI23,Marahoué,85,CI2303,Zuenoula,TUEIFLA,ZUE001,4190,2132,2057,1068,1064,1017,1040,509,446,687,186,230,241,236,335,90,115,268,209,352,96,115,0,0,0,200,315,515,0,0,0,0,0,0,0,0,0,0-40,0,0,0,25,1,2,12,0,0,0,0,25,0,25,0,0,0,25,1,0,0,25,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0-30,81-100,Primary 1-3,0-30,61-80,Junior High School,31-60,61-80,31-60,81-100,31-60,0-30,0-30,0,1,0,120,1,1,2,0,30,30,15,1,450,30,0,0,0,0,0,0,0,,0,200,315,515,0,50,57,107,2,36,74,110,2,36,72,108,2,37,38,75,2,29,46,75,2,12,28,40,2,32,12,12,93.05500031,94.50500488,93.77999878,97.44499969,94.41999817,95.93499756,0,6.029999733,3.019999981,5.224999905,2.650000095,3.940000057,43,1,0,1,1,12,0
